Bilhetes,Status_Geral,Área Resp. Operação,Obs. Operação,Setor,Ponto de venda,Código Iata
STKCPS,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
WERUBD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GWWHNO,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SZWHQJ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HOFZDT,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ULCUIK,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
GDRLVS,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
EAJKMR,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
FRYIBA,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
MCGGDQ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IJTXSX,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IUIXWR,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HJBMOC,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UCPFTU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FDOCEY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KZDOYY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DZANQT,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UANNYZ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DJMKHW,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GNBQBH,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LWXOCL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ALWLEN,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CHJVHD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MAEWFT,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SZLWUE,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ODVFVU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QUEMIM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GVACIV,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YGLOMG,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GMHAVM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
EHJVAY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GJTTKJ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YLODXX,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ELUEJM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LQUULL,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
EPCXDY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YJARRT,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FXRWBB,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KMGEWX,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LNYFWH,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LJHMTM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YXPGPE,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
JLYUXK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GCBKTY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LEILFZ,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
ODCHZL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KZTKXU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LZJPKS,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OUSKJZ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QSBTWL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DLQEPN,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KVQHJI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YEOXNA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YGPPIU,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
HOXIUY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SHYDQE,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HUNPLQ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UVUSWQ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YHCLHD,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
SIMHQZ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
JKOPBJ,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
HPYXOY,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
YBISGU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
JMJJNR,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
JJGPHB,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MNLBNW,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SVMFYP,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SSXDIK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CXOUWX,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
AVKPHF,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ASPNPW,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QWBTXK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UJZPOS,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QFSHDF,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
AMHQLL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IKZWXK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UDISVL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HGDHTT,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FPOTJI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UEDSHR,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UBMKZA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LMNOAJ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KNMEDX,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QJZXSD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GDARWD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CAHMQD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MJOCED,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IGYMPQ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QUDTHH,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
NGGOSJ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
EZYXVL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SCGPJF,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
AHBNVS,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LMNVJP,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ENZVLI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KIGEZC,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
EKVAQZ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QZWHOA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IIRWSV,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UVNTZI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YKRLOK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
JGZQTC,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SDYWWF,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
QAXIWY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CXKIJR,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CJIRGS,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DAPQBQ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YVKAXT,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LOQKPF,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
EKAQWD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ERSBNS,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FUNZIS,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
AUFYMW,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
JRXESW,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ALTTSJ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KGUHET,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
NDDWXU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MQOSZH,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MNXDEV,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OGWTIA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MZNCON,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HBSYGO,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KRCDDH,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
JHJLCQ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UWVCBX,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IJLHYM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MPPHJE,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MCNQHN,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
MEXVGK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SLOMVM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OVKVSM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HJHVCK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
WAEBAC,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FDAUHG,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
EOTCRD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IEKPRG,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CVEYNN,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ICOZAX,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KYHRON,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SGEXSU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OWKMIM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FYDQRU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
WGNMBE,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FVWOIR,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IZBBVZ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
NGIHJI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LMUHZM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FQUYMC,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UBKZOQ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
NIICJU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QLPREU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CPZUXG,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GIBETG,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GWLUVG,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YIEGLA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CIYDKJ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OCHJIU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YVEAPB,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FHJQED,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UNJTUB,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UWMISA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KIIMZN,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DPATYI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
USCIPZ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DRFAMR,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IJCCQF,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DQXJEM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DNXBBV,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HZLQRL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HXJTYD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QELIML,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QINKHX,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OYJXJO,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
JRCBML,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OZEWRW,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SMCMWG,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
EXFCFQ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MFGQQI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LLRPXO,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
GFZCSN,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LUPSCE,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GBVDHV,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GEDUCI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IVCPEL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
WQLVBH,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
WQQVCD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CETBFD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MTQJKS,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YIVHPB,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OLLXBZ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OKYWIO,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GNAFIG,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GSUXFT,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
WDEPUA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GNZXAO,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HDXXUX,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YRSEWR,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ODRLQO,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UQFQJP,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DCLCNF,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LQXFJL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YLQUXV,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KIRCDY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QTAQCC,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HJOABU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GNLWXH,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HJIDXL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FWEIUA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
NIWIRL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IRUFBM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IVNOCH,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
AXRGCZ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
EOYOIJ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
FPGIRG,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GRVRLP,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OJUEPB,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GFGQXD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KKLXWU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QUHBUR,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QBPSCX,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QAWWOZ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LBPETM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SVHTFM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
EDVCQT,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MIUGXQ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ONHVHE,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KVMKAQ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
DFMSKK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LWKPBK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OOCMQE,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
AWFJNQ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IGKSXD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ASECRV,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IGWJXJ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UIYKBO,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HFTWFK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MOZXVI,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MQBKBA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ETTLTS,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MRFNSJ,Emitido e Lançado,Não Mapeado,,Operação,Não Mapeado,DIRETO
AHMQCP,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
WFMHYD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
NJKGOY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
AMDYXP,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YBTGXQ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SHRIQO,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HZCSKD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SMDXKD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QKGEBK,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OGBRRB,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ENFLCY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
EOVZFR,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
GYPDNT,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
SSBEFT,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
QBIAHL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UFMOFL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
STLKFU,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YGVTYH,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ONWWXB,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
LWKCRM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
CFPBUY,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ARYVNC,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ATZKIX,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ABCMBF,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
HRHBPM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
KZUWBL,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UWKRGD,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
ESBUWA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
MQJEGM,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
UWVSYA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
YFRZKP,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
WAWBDZ,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
IIWCCA,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
OUJVOO,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
NMUIBN,Pendente de Lançamento (Não Consta),Não Mapeado,,Operação,Não Mapeado,DIRETO
